9.9028,10.005,10.025,9.9475,107.81,56.677,20.302,-8.1245,54.111,69.021,113.15,44.793,72.943,88.442,40.331,59.527,57.985,-19.65,-6.0553,31.93
9.9149,10.109,10.127,9.9779,50.315,63.018,119.12,-7.0926,67.378,7.5766,20.164,70.753,48.441,80.958,89.344,11.433,68.061,46.729,21.524,-11.636
10.167,9.9929,9.8194,10.046,12.989,73.018,49.741,24.861,89.193,75.944,87.903,40.594,87.336,32.134,89.658,10.009,24.45,55.085,51.243,90.004
10.026,9.874,9.8989,9.9972,26.408,68.744,62.119,45.449,50.556,44.946,6.615,3.9407,114.76,39.437,82.911,53.548,51.379,23.335,63.748,31.325
10.08,9.9394,9.8574,10.033,34.759,77.662,73.063,16.768,102.63,73.932,95.211,36.807,11.379,59.107,28.683,-19.429,9.38,43.281,66.06,28.374
9.9213,9.9539,10.021,9.7177,7.7448,63.552,24.228,91.224,95.309,77.595,66.081,7.9736,54.119,56.71,98.93,69.247,41.492,100.42,72.952,10.15
10.056,9.9594,10.013,9.9602,94.079,30.584,83.471,84.292,99.935,13.559,33.786,40.177,65.369,25.352,24.475,37.044,69.131,70.559,86.143,67.593
10.162,9.9609,10.018,9.9134,-0.10865,6.3758,30.387,68.358,37.995,26.531,63.794,52.888,65.813,41.531,62.988,72.704,49.686,36.243,17.821,68.077
9.9076,9.9929,9.9786,10.203,42.93,-38.104,79.247,57.159,18.15,45.96,65.084,-13.339,66.3,40.391,60.942,84.299,34.867,7.0972,105.73,54.771
10.042,10.033,9.8422,9.9834,-2.5338,40.755,88.771,7.9634,55.332,74.17,0.98478,25.764,98.48,37.021,34.345,31.661,72.138,78.182,60.251,51.635
10.073,10.03,10.051,9.8908,64.562,79.062,44.584,52.909,74.043,68.324,69.682,46.011,26.664,45.013,94.35,22.04,52.326,46.34,88.61,42.801
9.9704,9.9056,9.8844,9.8943,35.532,25.656,67.167,44.049,13.519,18.405,38.021,71.988,92.522,49.174,-6.5283,44.594,16.473,53.461,3.7409,19.743
9.9351,10.053,10.275,9.8517,85.894,40.096,-22.46,62.699,46.199,68.582,68.691,25.205,33.571,29.312,26.773,-12.585,38.076,69.017,87.086,40.138
10.095,9.9971,9.9719,10.065,21.184,79.514,8.3901,66.887,12.581,23.745,1.8169,33.581,2.4017,19.095,98.31,23.91,51.219,38.111,52.418,43.181
10.062,9.9546,10.076,9.9163,53.163,49.379,-6.6609,30.43,72.476,41.26,41.863,95.688,45.603,46.36,66.39,80.756,55.014,86.363,40.599,96.626
10.106,10.089,10.109,9.9749,30.971,-21.396,-11.97,42.854,21.22,34.293,-13.165,58.317,40.96,89.205,19.473,44.643,5.3694,27.354,85.19,27.608
9.9465,9.9401,9.9454,10.111,21.386,6.2489,80.007,58.969,-9.7473,77.115,69.107,77.44,55.387,33.535,23.354,72.768,64.537,52.077,71.513,21.583
9.8983,10.047,9.8982,9.8936,77.735,55.483,90.641,93.312,-1.7865,24.03,25.22,93.207,31.506,37.026,87.805,39.833,42.185,76.508,91.635,86.004
9.9949,9.8171,10.156,9.9546,101.83,2.5302,34.333,37.405,18.393,135.88,9.6331,64.281,-9.3508,23.236,86.598,58.014,72.15,62.495,102.5,103.64
9.9854,10.088,10.055,10.068,79.428,63.154,4.0294,64.72,68.063,101.27,41.694,70.692,60.551,40.415,64.391,85.083,90.71,87.529,56.252,41.361
9.9267,10.076,10.13,10.008,104.91,31.061,33.811,30.35,49.941,94.66,39.024,45.929,22.415,63.84,70.816,88.239,47.037,23.932,43.435,86.848
9.9179,10.003,9.9699,10.01,61.417,73.662,46.756,19.322,83.381,47.642,76.812,98.453,59.507,44.846,57.891,58.408,87.698,66.969,29.539,5.7736
9.9978,10.157,9.9341,10.224,65.538,-0.64704,49.131,78.448,40.871,15.995,48.966,13.866,25.919,65.442,24.896,-4.6398,55.503,2.3314,67.281,78.7
10.152,9.8978,9.974,10.105,61.31,53.405,118.24,4.3853,76.595,29.793,27.378,46.287,69.327,92.425,57.001,3.8228,42.429,53.628,62.408,24.597
9.8926,9.8867,9.8574,9.8413,34.001,41.3,41.714,-29.844,31.336,26.626,51.973,29.4,-2.3764,61.711,77.921,21.278,49.023,59.552,78.305,50.025
9.9785,9.9048,9.8944,9.845,77.064,47.167,35.898,70.152,34.269,68.028,83.786,49.177,39.509,79.602,79.737,103.28,21.565,16.547,52.987,25.205
9.9865,9.7958,9.9904,10.076,35.244,51.232,76.855,-2.7968,37.284,71.142,114.7,6.0225,9.3818,94.725,80.727,91.401,50.225,61.937,82.457,-5.9516
9.8745,10.156,9.8795,10.09,59.41,58.725,13.023,73.611,57.823,45.753,-2.3063,47.455,66.342,42.897,50.046,23.1,120.88,32.448,109.97,38.754
9.8968,9.8966,9.9326,10.055,86.548,16.751,17.075,45.396,78.777,21.651,48.333,35.927,-1.6839,20.263,35.596,51.58,125.73,101.71,28.914,77.551
9.9733,9.9901,9.8843,10.031,52.268,19.55,35.037,73.011,38.897,-6.4753,63.598,48.243,74.899,92.967,33.084,74.382,64.012,93.854,56.077,12.869
10.109,9.86,10.082,9.9573,16.826,22.511,76.862,71.563,76.818,33.562,18.217,67.26,71.52,82.212,106.91,32.622,48.121,53.325,32.463,-11.123
10.098,9.9572,9.7474,10.006,33.513,34.567,-3.1512,69.382,64.799,130.11,49.414,50.302,30.768,76.628,40.467,44.473,30.773,64.712,85.155,2.6985
9.9956,9.8718,9.9555,10.153,11.011,94.528,69.552,57.657,114.74,60.597,22.835,-2.7114,95.11,90.868,45.78,79.996,56.474,52.445,69.199,57.099
10.073,10.241,10.027,9.8936,66.646,77.665,39.573,57.223,50.53,84.582,57.004,58.936,55.841,8.0336,33.865,29.778,97.922,72.229,133.18,54.535
10.073,10.189,9.9594,10.092,17.781,71.206,31.446,41.979,3.4976,3.1464,83.14,48.871,57.561,12.177,40.794,36.419,36.768,19.313,44.961,3.9902
9.8445,10.127,9.9605,10.069,9.0501,49.243,65.494,13.436,34.834,8.2592,85.015,79.98,59.341,67.235,31.963,23.308,42.732,82.033,70.789,113.16
9.9128,10.012,9.8283,9.8801,83.977,54.835,36.265,32.295,4.9722,75.749,44.727,-1.0244,123.96,12.769,104.88,4.5648,46.147,68.108,54.821,51.74
10.045,10.035,10.012,9.8332,-1.0808,28.423,112.01,40.174,37.153,31.822,60.255,16.839,11.648,97.979,72.701,34.279,86.236,41.566,80.355,51.156
10.147,9.869,9.7843,10.012,75.509,73.804,45.261,2.7823,58.567,22.005,44.355,70.71,64.843,78.317,37.86,20.678,-9.9074,50.932,31.886,11.678
10.106,9.9743,9.9406,10.012,55.541,101.97,31.029,37.508,79.858,88.086,52.365,17.62,63.03,90.396,43.386,90.255,48.018,88.978,42.276,44.397
10.206,10.042,9.9102,9.9734,49.924,63.955,98.283,0.42241,-13.24,38.823,54.507,89.496,72.139,6.8253,76.546,23.747,77.952,30.399,67.608,23.166
9.8479,9.9743,9.9256,10.124,16.73,65.527,22.564,93.116,38.36,67.927,88.252,65.92,42.295,41.013,37.027,67.912,59.192,95.994,59.239,-9.0504
10.037,10.02,10.047,9.9877,27.391,12.223,49.634,22.842,-19.923,62.213,13.293,90.255,58.63,82.34,62.764,78.877,36.741,33.96,125.02,40.099
9.911,9.8983,10.068,10.027,48.496,73.665,-32.554,26.222,60.709,6.5813,60.964,62.103,109.37,43.995,84.65,27.628,34.401,9.7354,107.38,25.497
9.9572,9.7337,10.005,10.107,89.936,24.026,38.878,48.907,28.275,97.043,63.112,47.583,31.522,47.178,48.191,96.621,119.01,28.271,85.152,51.375
10.203,10.146,9.8767,10.134,17.991,53.922,29.641,9.5737,52.191,26.902,51.553,39.64,44.553,13.324,89.162,48.058,48.876,55.548,43.03,82.722
9.9971,10.032,10.044,10.131,66.478,55.169,68.577,39.274,48.04,106.7,29.8,89.017,64.199,26.84,50.394,82.379,70.472,35.71,63.849,61.251
9.9256,10.06,9.9648,9.9357,23.014,63.713,34.129,50.539,84.828,42.014,19.883,35.652,36.173,71.723,42.594,32.773,70.605,3.3395,67.418,64.454
10.013,10.023,10.069,9.9064,73.28,65.831,26.577,30.334,45.373,71.085,51.256,79.568,14.053,64.387,25.31,39.177,94.013,87.276,109.08,44.463
9.9403,10.254,9.9637,10.247,45.003,51.939,68.325,68.895,64.194,67.885,36.824,45.934,14.077,39.991,39.686,49.55,85.981,86.741,22.14,36.978
9.9568,10.013,10.018,10.048,50.976,53.062,-2.9644,31.275,60.56,89.691,47.119,10.732,38.963,59.98,91.122,43.565,48.46,10.06,61.302,53.943
10.027,10.198,10.211,10.01,110.81,95.739,51.546,52.927,43.691,16.452,76.071,93.938,15.059,62.199,32.547,48.975,55.417,-2.3036,92.896,61.554
10.01,10.003,9.9211,9.9348,37.133,10.349,37.8,63.68,84.872,81.743,35.736,63.371,36.113,47.38,45.879,55.793,47.771,70.469,24.76,35.052
9.8726,9.9789,9.9154,9.9852,94.997,56.279,83.959,46.964,55.358,84.374,61.055,75.579,59.142,43.701,32.786,75.534,26.58,39.1,-3.7823,29.081
10.201,10.046,9.9563,9.9978,40.502,42.904,37.933,74.308,72.136,-1.4488,43.861,107.59,-22.314,7.4481,41.713,36.661,80.152,29.985,45.236,82.544
10.174,10.259,9.8328,9.982,39.766,13.975,16.293,34.882,42.717,12.077,37.845,6.8635,-48.893,-8.2716,74.756,23.006,48.775,49.431,58.945,56.442
9.9967,10.066,9.8841,9.8948,62.091,23.138,35.357,72.278,95.907,80.612,58.781,78.914,26.415,47.551,118.04,49.527,27.753,23.764,72.486,94.712
10.007,9.8674,9.8763,10.023,6.2802,133.38,90.643,34.421,46.953,72.446,53.201,36.557,71.07,71.389,86.742,25.4,32.854,59.817,76.368,72.495
9.8702,9.9776,9.8724,9.7976,44.27,9.003,59.59,52.839,26.886,56.507,39.892,9.5562,38.821,5.6242,7.643,64.252,38.554,33.95,100.82,56.611
9.9234,10.202,10.126,9.9301,45.087,68.575,90.58,54.872,-3.4832,106.22,58.125,93.407,-12.357,0.35055,85.741,30.809,37.475,26.978,20.911,61.571
9.9841,9.9985,10.105,10.175,78.495,47.685,7.8094,14.827,62.165,83.339,70.254,42.801,77.857,30.525,81.908,28.155,95.672,-16.372,52.683,106.32
10.07,10.04,9.9982,9.9781,67.327,84.843,45.018,112.69,42.086,-5.5084,48.101,47.238,60.34,23.636,83.157,47.946,84.532,47.05,71.403,7.5113
10.081,10.146,10.023,10.121,-24.358,109.32,34.392,43.671,17.028,-14.952,106.19,41.202,30.447,90.999,67.278,41.626,33.344,84.753,20.836,0.81741
9.8641,10.027,9.9806,10.13,67.455,65.549,49.914,20.471,23.777,38.309,36.77,-8.8577,117.81,23.185,75.258,42.344,-3.1684,33.761,56.532,48.363
9.8105,10.057,9.9218,10.202,51.841,49.811,67.594,30.897,65.072,68.838,-32.225,71.097,25.209,95.817,58.793,63.031,22.408,95.195,64.604,-2.6686
10.056,10.054,10.05,10.053,60.559,70.994,50.141,23.601,41.71,31.649,55.917,21.899,23.091,107.42,-18.144,9.8495,57.641,-10.499,66.37,33.069
10.119,10.078,9.7887,9.9846,30.406,113.58,63.755,57.466,66.519,56.585,92.482,58.292,50.406,95.929,43.317,-8.1087,37.915,86.337,72.086,63.963
9.9335,9.9492,10.018,10.033,98.603,50.835,73.489,84.365,56.813,33.975,36.452,17.048,80.014,99.776,81.084,61.844,11.495,-19.1,45.913,23.841
10.044,10.143,9.8534,10.061,55.223,53.062,28.549,53.371,-13.137,52.936,34.339,75.674,52.136,5.2105,39.878,68.461,53.775,60.443,69.671,35.368
10.149,10.057,9.8996,9.8833,78.486,18.121,63.123,22.967,34.756,65.267,58.93,50.834,-8.3211,2.9647,7.0708,56.832,46.483,43.254,68.706,56.709
